model,annee,mise_en_circulation,kilometrage,energie,boite,nb_portes,nb_places,premiere_main,puissance,departement
71.0,2021,2021,21288,0.0,1.0,5,5,0.0,150.0,76
522.0,2022,2022,16436,2.0,2.0,5,5,1.0,130.78947368421052,76
103.0,2021,2021,23604,0.0,1.0,5,5,1.0,150.0,57
371.0,2019,2019,19856,2.0,2.0,5,4,1.0,72.0,68
312.0,2018,2019,79213,0.0,1.0,5,5,1.0,259.0,61
131.0,2018,2018,78199,0.0,2.0,5,5,1.0,99.0,78
328.0,2019,2019,44287,0.0,2.0,5,5,1.0,150.0,66
525.0,2019,2019,76442,0.0,2.0,5,5,1.0,150.0,33
522.0,2019,2019,25864,0.0,1.0,5,5,1.0,150.0,69
381.0,2020,2020,100738,0.0,2.0,5,5,1.0,130.0,35
357.0,2021,2021,1015,2.0,2.0,5,5,1.0,75.0,27
132.0,2020,2020,72349,0.0,1.0,5,5,1.0,120.0,33
526.0,2019,2019,111634,0.0,1.0,5,7,0.0,150.0,51
237.0,2021,2021,42000,0.0,1.0,5,5,0.0,120.0,11
270.0,2018,2018,38119,2.0,2.0,2,2,1.0,131.0,71
252.0,2018,2018,83169,0.0,2.0,5,5,0.0,150.0,69
57.0,2012,2012,141680,2.0,1.0,2,4,0.0,333.0,28
378.0,2021,2021,9228,2.0,2.0,5,5,0.0,100.0,84
253.0,2020,2020,47125,0.0,1.0,5,5,0.0,180.0,38
428.0,2022,2022,12,2.0,2.0,5,5,0.0,90.0,33
159.0,2020,2021,570,2.0,2.0,5,5,0.0,73.0,38
287.0,2010,2010,230535,0.0,2.0,5,5,0.0,136.0,24
325.0,2020,2020,70406,2.0,1.0,3,5,1.0,476.0,61
372.0,2018,2018,42465,0.0,2.0,5,5,1.0,100.0,35
372.0,2020,2020,30169,2.0,1.0,5,5,1.0,110.0,24
58.0,2016,2016,109347,0.0,1.0,5,5,0.0,313.0,14
317.0,1988,1988,106950,2.0,1.0,2,3,0.0,326.0,67
333.0,2018,2018,79161,0.0,2.0,3,4,1.0,95.0,24
316.0,2017,2017,68384,0.0,1.0,5,7,0.0,258.0,67
132.0,2020,2020,97200,0.0,1.0,5,5,1.0,120.0,33
428.0,2022,2022,1,2.0,2.0,5,5,1.0,140.0,42
457.0,2017,2018,61566,0.0,2.0,4,9,1.0,125.0,24
110.0,2018,2018,73148,0.0,1.0,5,5,1.0,258.0,57
334.0,2020,2020,27532,2.0,1.0,5,5,1.0,192.0,76
377.0,2019,2020,64531,2.0,2.0,5,5,1.0,82.0,35
131.0,2019,2019,63812,2.0,2.0,5,5,1.0,83.0,33
428.0,2022,2022,12,2.0,1.0,5,5,0.0,140.0,38
134.0,2019,2019,67860,0.0,2.0,5,2,1.0,75.0,94
216.0,2021,2021,5929,2.0,1.0,5,5,1.0,100.0,24
86.0,2015,2015,166656,0.0,1.0,5,5,0.0,184.0,28
282.0,2021,2021,24528,0.0,1.0,5,5,0.0,116.0,38
11.0,2015,2015,39050,2.0,1.0,3,2,1.0,436.0,69
378.0,2021,2021,21136,2.0,2.0,5,5,0.0,100.0,84
466.0,2021,2021,16588,2.0,2.0,5,5,1.0,115.0,39
305.0,2019,2019,63189,0.0,1.0,2,4,0.0,194.0,95
154.0,2022,2022,4942,0.0,2.0,5,5,0.0,74.16666666666667,31
132.0,2020,2020,36905,2.0,2.0,5,5,0.0,110.0,40
63.0,2017,2017,71500,2.0,1.0,3,4,0.0,310.0,28
516.0,2017,2017,27723,2.0,1.0,5,5,0.0,90.0,77
409.0,2020,2020,2640,2.0,1.0,2,4,1.0,450.0,27
507.0,2019,2020,162487,0.0,1.0,5,5,1.0,115.0,72
310.0,2019,2019,111055,0.0,1.0,5,5,1.0,259.0,35
381.0,2019,2019,121357,0.0,1.0,5,5,0.0,130.0,68
281.0,2019,2019,75226,2.0,1.0,5,5,0.0,122.0,66
454.0,2020,2020,19488,0.0,1.0,5,5,1.0,200.0,31
239.0,2018,2018,96717,0.0,1.0,5,5,0.0,136.0,11
7.0,2008,2008,136782,0.0,2.0,2,2,0.0,200.0,6
182.0,2022,2022,12,2.0,2.0,5,5,1.0,120.0,11
83.0,2015,2015,115218,2.0,2.0,5,5,0.0,136.0,95
134.0,2019,2019,30439,0.0,2.0,5,2,1.0,75.0,78
518.0,2021,2021,20657,2.0,2.0,5,5,0.0,89.0,64
428.0,2022,2022,120,2.0,2.0,5,5,1.0,91.0,29
222.0,2022,2022,6215,0.0,1.0,5,5,1.0,136.0,95
381.0,2019,2019,66991,0.0,1.0,5,5,0.0,131.0,72
153.0,2012,2012,204140,0.0,2.0,5,5,0.0,107.0,33
176.0,2021,2021,13458,2.0,2.0,3,4,0.0,70.0,34
272.0,2017,2017,62903,2.0,2.0,2,3,0.0,160.0,71
431.0,2019,2019,62855,0.0,2.0,5,5,0.0,75.0,66
248.0,2021,2021,12540,2.0,1.0,5,5,0.0,140.0,6
113.0,2020,2020,30061,2.0,1.0,2,2,0.0,197.0,17
539.0,2013,2013,151380,0.0,1.0,5,5,0.0,215.0,77
283.0,2019,2019,36088,0.0,2.0,5,5,0.0,109.0,66
274.0,2019,2019,44425,0.0,1.0,4,5,0.0,136.0,75
352.0,2015,2015,120038,0.0,2.0,4,5,0.0,136.0,84
427.0,2019,2019,58031,0.0,2.0,5,5,0.0,90.0,84
237.0,2021,2021,44971,0.0,2.0,5,5,0.0,120.0,34
274.0,2020,2020,62211,0.0,1.0,5,5,1.0,170.0,66
102.0,2019,2019,83056,0.0,2.0,5,5,0.0,116.0,2
356.0,2017,2017,13580,2.0,2.0,3,5,0.0,70.0,28
473.0,2022,2022,3050,2.0,2.0,5,5,0.0,95.0,64
383.0,2016,2016,95225,2.0,1.0,5,5,0.0,131.0,66
428.0,2022,2022,12,2.0,1.0,5,5,0.0,140.0,69
415.0,2008,2008,180687,2.0,1.0,5,5,0.0,290.0,69
35.0,2021,2021,21999,0.0,1.0,4,5,0.0,204.0,57
70.0,2019,2019,47743,0.0,2.0,3,5,0.0,95.0,76
182.0,2019,2019,40121,0.0,2.0,5,5,1.0,120.0,24
421.0,2020,2020,19073,2.0,1.0,5,5,0.0,354.0,67
353.0,2020,2020,21809,0.0,1.0,5,5,1.0,122.0,27
359.0,2021,2021,13786,2.0,2.0,5,5,0.0,81.0,81
171.0,2016,2016,28566,2.0,1.0,2,2,0.0,560.0,51
381.0,2022,2022,10228,0.0,1.0,5,5,1.0,130.0,33
109.0,2011,2011,169510,0.0,1.0,5,5,0.0,306.0,95
511.0,2021,2021,19764,0.0,2.0,5,5,1.0,116.0,76
246.0,2022,2022,68,2.0,2.0,5,5,0.0,120.0,71
156.0,2022,2022,11,0.0,2.0,5,7,0.0,115.0,69
285.0,2008,2008,110432,0.0,1.0,4,5,1.0,204.0,57
373.0,2022,2022,19020,2.0,2.0,5,5,0.0,130.0,31
377.0,2020,2020,14370,2.0,2.0,5,5,0.0,82.0,82
381.0,2018,2018,43709,0.0,2.0,5,5,0.0,150.0,61
121.0,2016,2016,33131,2.0,2.0,2,2,0.0,466.0,67
88.0,2020,2020,39441,0.0,1.0,2,4,0.0,190.0,83
270.0,2020,2020,39075,2.0,2.0,2,2,1.0,184.0,71
320.0,2004,2004,83300,2.0,2.0,2,2,0.0,163.0,24
28.0,2018,2018,36544,2.0,1.0,2,4,0.0,190.0,17
439.0,2022,2022,12,2.0,2.0,5,5,1.0,140.0,78
365.0,2017,2017,99397,0.0,2.0,5,5,1.0,110.0,26
525.0,2018,2018,72547,0.0,1.0,5,5,1.0,150.0,35
449.0,2018,2018,51866,2.0,1.0,5,5,0.0,130.0,94
387.0,2022,2022,12,0.0,1.0,5,5,0.0,130.0,81
132.0,2020,2020,77618,2.0,1.0,5,5,0.0,110.0,47
383.0,2021,2021,17476,0.0,1.0,5,5,0.0,130.0,69
163.0,2018,2018,82214,0.0,2.0,3,5,0.0,99.0,84
128.0,2020,2020,12252,2.0,2.0,5,4,0.0,72.0,31
381.0,2021,2022,48966,0.0,1.0,5,5,1.0,130.0,69
132.0,2019,2019,50438,2.0,1.0,5,5,0.0,110.0,40
404.0,2013,2013,123806,2.0,1.0,2,4,0.0,349.0,95
405.0,2019,2019,37932,2.0,1.0,2,4,1.0,450.0,51
42.0,2018,2018,84043,0.0,1.0,5,5,1.0,190.0,60
8.0,2019,2019,31950,0.0,1.0,5,5,0.0,180.0,34
176.0,2020,2020,21665,2.0,2.0,3,4,1.0,69.0,24
377.0,2019,2019,45043,2.0,2.0,5,5,0.0,82.0,13
409.0,2020,2020,53028,2.0,1.0,2,4,0.0,450.0,27
445.0,2015,2015,130171,0.0,2.0,5,5,0.0,95.0,94
521.0,2022,2023,12,2.0,1.0,5,5,0.0,110.0,69
130.0,2015,2015,125680,2.0,2.0,5,5,0.0,82.0,80
195.0,2021,2021,7262,2.0,2.0,5,5,1.0,125.0,78
206.0,2017,2017,67470,2.0,1.0,2,4,0.0,421.0,6
462.0,2017,2017,173826,0.0,2.0,5,5,0.0,116.0,33
456.0,2020,2021,93725,0.0,2.0,4,3,0.0,145.0,24
130.0,2016,2016,91291,2.0,2.0,5,5,0.0,82.0,80
386.0,2021,2021,20953,0.0,1.0,5,5,1.0,130.0,35
428.0,2022,2023,11,2.0,2.0,5,5,0.0,140.0,38
434.0,2022,2022,12,2.0,1.0,5,5,0.0,90.0,78
89.0,2018,2018,88738,0.0,1.0,5,5,1.0,190.0,57
428.0,2022,2022,11,2.0,2.0,5,5,0.0,90.0,82
487.0,2017,2017,149271,0.0,1.0,5,5,0.0,120.0,47
282.0,2021,2021,13674,0.0,1.0,5,5,0.0,116.0,95
386.0,2021,2021,30397,2.0,2.0,5,5,0.0,110.0,33
518.0,2022,2022,23370,2.0,2.0,5,5,1.0,95.0,76
359.0,2019,2019,36331,2.0,1.0,5,5,1.0,110.0,26
139.0,2020,2020,94605,0.0,1.0,5,5,1.0,120.0,34
79.0,2009,2010,152794,2.0,1.0,2,5,0.0,306.0,28
499.0,2013,2014,124412,2.0,2.0,2,4,0.0,161.0,11
182.0,2021,2021,32768,2.0,2.0,5,5,0.0,120.0,30
195.0,2021,2021,15367,2.0,2.0,5,5,1.0,95.0,29
131.0,2020,2020,73568,0.0,2.0,5,5,0.0,102.0,30
172.0,2009,2009,60416,2.0,1.0,2,2,0.0,510.0,31
198.0,2019,2019,101060,2.0,2.0,5,5,1.0,125.0,35
102.0,2019,2019,45672,2.0,1.0,5,5,1.0,140.0,81
131.0,2021,2021,21137,2.0,2.0,5,5,1.0,110.0,13
508.0,2018,2018,53447,2.0,1.0,5,5,0.0,245.0,39
507.0,2016,2016,87010,0.0,1.0,5,5,0.0,184.0,66
386.0,2019,2019,47571,0.0,1.0,5,5,0.0,120.0,47
131.0,2020,2021,42938,2.0,2.0,5,5,0.0,82.0,47
386.0,2017,2017,120901,0.0,1.0,5,5,0.0,120.0,11
513.0,2010,2010,20558,2.0,2.0,5,5,1.0,122.0,51
373.0,2022,2022,111,2.0,2.0,5,5,0.0,130.0,24
358.0,2022,2022,103,0.0,2.0,5,5,1.0,110.0,42
194.0,2017,2017,64297,2.0,2.0,5,5,1.0,82.0,94
3.0,2022,2022,7257,0.0,1.0,4,3,1.0,186.66666666666663,34
378.0,2021,2021,25324,0.0,2.0,5,5,1.0,100.0,17
106.0,2019,2019,101513,0.0,1.0,5,5,1.0,190.0,17
71.0,2020,2020,2482,0.0,1.0,5,5,1.0,116.0,57
1.0,2022,2022,1220,2.0,2.0,3,4,0.0,165.0,38
511.0,2022,2022,7739,2.0,1.0,5,5,1.0,150.0,69
481.0,2020,2020,9544,1.0,1.0,5,4,1.0,56.0,35
213.0,2020,2020,61457,2.0,2.0,5,5,0.0,173.0,94
22.0,2016,2016,179988,0.0,1.0,5,5,1.0,184.0,57
525.0,2018,2018,102190,0.0,1.0,5,5,1.0,150.0,62
5.0,2019,2019,34198,2.0,2.0,5,5,0.0,150.0,66
343.0,2019,2019,36160,2.0,2.0,5,5,0.0,71.0,69
456.0,2022,2022,1,0.0,2.0,4,2,1.0,120.0,42
60.0,2009,2009,134000,2.0,2.0,3,4,0.0,200.0,24
302.0,2019,2019,49472,0.0,1.0,4,5,1.0,195.0,35
103.0,2019,2019,74220,2.0,1.0,5,5,0.0,140.0,17
196.0,2014,2014,171960,0.0,2.0,5,5,0.0,95.0,14
342.0,2019,2019,48378,1.0,1.0,5,5,1.0,122.0,69
192.0,2020,2020,16632,2.0,2.0,5,5,0.0,100.0,84
252.0,2018,2018,79686,0.0,2.0,5,5,1.0,120.0,38
385.0,2017,2017,38115,2.0,2.0,5,5,1.0,272.0,61
76.0,2019,2019,94725,0.0,1.0,5,5,0.0,116.0,17
157.0,2020,2020,28386,2.0,2.0,4,5,1.0,73.0,31
494.0,2022,2022,4200,1.0,1.0,4,3,0.0,136.0,94
206.0,2020,2020,10704,2.0,2.0,2,4,0.0,421.0,6
428.0,2022,2023,119,2.0,2.0,5,5,1.0,91.0,29
259.0,2018,2018,54489,2.0,1.0,5,5,1.0,430.0,69
272.0,2018,2018,28902,2.0,2.0,2,2,1.0,160.0,71
434.0,2022,2022,12,2.0,2.0,5,5,0.0,90.0,69
120.0,2019,2019,32373,2.0,1.0,2,2,1.0,466.0,67
69.0,2015,2015,168467,0.0,2.0,5,5,0.0,116.0,31
446.0,2016,2016,66242,2.0,2.0,3,5,0.0,273.0,66
362.0,2019,2019,51881,0.0,1.0,5,5,0.0,136.0,94
480.0,2014,2014,79598,0.0,2.0,5,5,1.0,170.0,55
131.0,2020,2020,14269,2.0,2.0,5,5,1.0,83.0,24
507.0,2018,2019,70944,0.0,1.0,5,5,1.0,150.0,24
237.0,2020,2020,12019,2.0,2.0,5,5,1.0,120.0,35
386.0,2022,2023,12,0.0,2.0,5,5,0.0,130.0,78
381.0,2019,2019,86769,2.0,2.0,5,5,1.0,131.0,35
310.0,2018,2018,96467,0.0,1.0,5,5,1.0,170.0,24
142.0,2020,2020,28021,0.0,1.0,5,5,1.0,131.0,33
452.0,2020,2020,32809,0.0,2.0,5,5,1.0,120.0,51
66.0,2020,2020,18044,1.0,1.0,5,4,1.0,170.0,31
108.0,2020,2020,22924,2.0,1.0,5,5,1.0,252.0,94
283.0,2015,2015,121163,0.0,2.0,5,5,0.0,109.0,95
349.0,2017,2017,51220,0.0,1.0,5,7,1.0,130.0,24
461.0,2021,2021,7575,2.0,2.0,5,5,1.0,95.0,17
139.0,2021,2021,21040,2.0,2.0,5,5,1.0,110.0,24
378.0,2021,2021,16747,2.0,2.0,5,5,0.0,100.0,61
333.0,2019,2019,17819,2.0,1.0,3,4,1.0,102.0,92
61.0,2013,2013,74773,0.0,2.0,2,2,1.0,170.0,55
137.0,2022,2023,1,2.0,2.0,5,5,1.0,131.0,42
14.0,2021,2021,11491,2.0,2.0,5,5,0.0,95.0,31
129.0,2013,2014,230116,0.0,2.0,5,5,0.0,68.0,11
253.0,2021,2021,41894,0.0,1.0,5,5,1.0,180.0,63
356.0,2019,2020,72962,2.0,2.0,5,5,0.0,90.0,31
347.0,2019,2019,55171,2.0,1.0,5,5,1.0,115.0,35
381.0,2019,2019,63767,2.0,1.0,5,5,1.0,165.0,11
255.0,2018,2018,70729,0.0,1.0,5,5,1.0,306.0,38
379.0,2019,2019,40061,0.0,2.0,5,2,1.0,102.0,69
125.0,2020,2021,97539,0.0,2.0,5,2,1.0,99.0,72
182.0,2018,2018,71162,0.0,2.0,5,5,1.0,120.0,24
118.0,1977,1977,105450,2.0,2.0,2,3,0.0,210.0,67
507.0,2019,2019,56034,2.0,1.0,5,5,1.0,125.0,35
371.0,2020,2020,14070,2.0,2.0,5,4,0.0,72.0,84
32.0,2020,2020,52463,0.0,1.0,5,5,0.0,150.0,13
422.0,2011,2011,149990,2.0,1.0,5,4,0.0,500.0,75
378.0,2021,2021,36853,2.0,2.0,5,5,0.0,100.0,82
231.0,2016,2016,114590,0.0,1.0,4,5,0.0,180.0,95
356.0,2019,2019,44440,2.0,2.0,5,5,1.0,90.0,27
511.0,2022,2022,11,2.0,1.0,5,5,0.0,150.0,78
372.0,2020,2020,25448,2.0,1.0,5,5,0.0,110.0,84
146.0,2018,2018,90201,0.0,2.0,5,7,1.0,120.0,24
282.0,2020,2020,40555,0.0,1.0,5,5,0.0,125.5625,94
42.0,2019,2019,71477,0.0,1.0,5,5,1.0,190.0,78
448.0,2019,2019,56728,0.0,1.0,5,5,0.0,110.0,14
373.0,2022,2022,1,2.0,1.0,5,5,1.0,130.0,42
431.0,2020,2020,33853,2.0,2.0,5,5,0.0,90.0,69
340.0,2016,2016,71576,2.0,2.0,5,5,0.0,115.0,31
133.0,2017,2017,130103,0.0,2.0,5,2,0.0,99.0,24
131.0,2022,2022,7693,0.0,2.0,5,5,1.0,102.0,24
405.0,2014,2014,58966,2.0,1.0,2,4,0.0,400.0,67
138.0,2014,2014,192200,0.0,2.0,5,5,0.0,114.0,27
102.0,2019,2019,34626,2.0,2.0,5,5,1.0,140.0,59
459.0,2022,2022,6037,2.0,2.0,5,4,1.0,65.0,24
395.0,2020,2020,21535,0.0,2.0,2,3,1.0,130.0,14
106.0,2020,2020,60765,0.0,1.0,5,5,0.0,265.0,95
137.0,2022,2022,28,2.0,2.0,5,5,1.0,131.0,38
292.0,2018,2018,83880,0.0,1.0,5,5,1.0,136.0,66
382.0,2009,2009,184378,2.0,1.0,5,5,0.0,120.0,78
39.0,2016,2016,57741,0.0,2.0,5,5,0.0,150.0,66
525.0,2018,2018,81888,0.0,1.0,5,5,1.0,150.0,57
522.0,2020,2020,42123,2.0,2.0,5,5,0.0,115.0,66
378.0,2021,2021,24350,2.0,2.0,5,5,0.0,100.0,14
40.0,2020,2020,60207,0.0,1.0,5,5,0.0,190.0,31
42.0,2019,2019,76258,0.0,1.0,5,5,1.0,168.0,69
149.0,2016,2016,113925,0.0,2.0,4,3,0.0,128.0,24
16.0,2018,2018,74651,0.0,1.0,5,5,1.0,90.0,24
421.0,2017,2017,43267,0.0,1.0,5,5,0.0,258.0,67
259.0,2017,2017,72898,0.0,1.0,5,5,0.0,275.0,67
379.0,2015,2015,97440,0.0,2.0,5,2,1.0,68.0,24
18.0,2014,2014,130832,0.0,2.0,5,5,0.0,105.0,66
360.0,2021,2021,26279,0.0,2.0,5,5,0.0,131.0,82
498.0,2020,2020,18989,0.0,1.0,4,8,0.0,150.0,81
366.0,2016,2016,143211,0.0,2.0,5,5,0.0,136.0,94
522.0,2019,2019,63897,0.0,1.0,5,5,1.0,130.78947368421052,78
474.0,2021,2021,18759,2.0,2.0,5,5,0.0,95.0,60
366.0,2017,2017,180880,0.0,2.0,5,5,1.0,136.0,57
288.0,2020,2020,16117,2.0,1.0,4,5,1.0,184.0,78
103.0,2019,2019,57488,0.0,1.0,5,5,1.0,231.0,57
42.0,2020,2020,35986,0.0,1.0,5,5,1.0,190.0,31
535.0,2015,2015,127050,0.0,2.0,5,5,0.0,114.0,24
336.0,2019,2019,64606,2.0,1.0,5,5,0.0,136.0,77
328.0,2019,2019,49289,2.0,1.0,5,5,1.0,136.0,69
372.0,2019,2019,19261,2.0,1.0,5,5,1.0,110.0,13
85.0,2021,2021,9578,0.0,1.0,5,3,0.0,113.33333333333331,14
145.0,2022,2022,887,1.0,1.0,5,5,1.0,136.0,33
496.0,2020,2020,148349,0.0,1.0,5,5,1.0,150.0,35
5.0,2020,2020,44563,0.0,2.0,5,5,0.0,120.0,34
294.0,2022,2022,10540,0.0,1.0,4,5,0.0,200.0,94
195.0,2021,2021,12876,2.0,2.0,5,5,1.0,95.0,29
103.0,2019,2019,92119,2.0,2.0,5,5,1.0,140.0,57
14.0,2022,2022,11875,2.0,1.0,5,5,1.0,110.0,17
31.0,2014,2014,176958,0.0,1.0,5,4,0.0,150.0,38
96.0,2018,2018,96164,0.0,1.0,5,5,1.0,265.0,57
426.0,2022,2022,12,2.0,1.0,5,5,0.0,140.0,78
387.0,2022,2022,9963,0.0,1.0,5,5,0.0,130.0,82
255.0,2016,2016,104390,0.0,1.0,5,5,0.0,306.0,69
410.0,2012,2012,72691,2.0,1.0,2,4,0.0,385.0,67
427.0,2020,2020,60458,0.0,1.0,5,5,1.0,90.0,66
381.0,2018,2019,147481,0.0,1.0,5,5,1.0,120.0,95
377.0,2019,2019,47564,2.0,2.0,3,5,1.0,68.0,72
538.0,2019,2019,27659,0.0,2.0,5,5,1.0,150.0,69
310.0,2016,2016,78191,0.0,1.0,5,5,0.0,204.0,92
443.0,2020,2020,25077,0.0,1.0,5,5,1.0,150.0,95
218.0,2021,2021,53083,2.0,1.0,5,5,0.0,140.0,33
443.0,2019,2019,124386,0.0,1.0,5,5,1.0,175.0,35
458.0,2011,2011,138343,2.0,2.0,3,4,0.0,76.0,95
42.0,2018,2018,75390,0.0,2.0,5,5,0.0,150.0,81
132.0,2020,2020,85469,0.0,2.0,5,5,1.0,102.0,24
493.0,2009,2009,174349,0.0,2.0,5,7,0.0,136.0,28
372.0,2019,2019,57625,2.0,2.0,5,5,1.0,130.0,51
507.0,2019,2019,87120,2.0,1.0,5,5,0.0,116.0,63
131.0,2019,2019,31450,2.0,2.0,5,5,0.0,82.0,47
245.0,2017,2017,87864,0.0,2.0,5,5,0.0,136.0,24
150.0,2021,2021,24721,0.0,2.0,4,3,0.0,114.85714285714286,68
27.0,2021,2021,42929,0.0,1.0,5,5,1.0,136.0,57
27.0,2021,2021,26500,2.0,1.0,5,5,1.0,150.0,1
237.0,2018,2019,70489,0.0,1.0,5,5,0.0,140.0,31
94.0,2012,2012,48034,2.0,1.0,4,5,1.0,245.0,75
435.0,2016,2016,133492,0.0,1.0,5,5,0.0,160.0,66
83.0,2017,2017,107000,0.0,2.0,5,3,1.0,136.0,59
536.0,2016,2016,129470,0.0,2.0,5,5,0.0,120.0,24
41.0,2012,2012,107812,0.0,2.0,5,5,1.0,177.0,55
418.0,2020,2020,24295,2.0,1.0,5,5,1.0,340.0,75
372.0,2019,2019,48148,2.0,1.0,5,5,1.0,110.0,35
11.0,2009,2009,99647,2.0,2.0,2,2,0.0,384.0,69
381.0,2019,2020,59501,2.0,1.0,5,5,1.0,131.0,35
377.0,2020,2020,28122,2.0,2.0,5,5,1.0,82.0,68
160.0,2020,2020,22490,2.0,2.0,5,5,1.0,73.0,31
336.0,2019,2020,17873,2.0,1.0,5,5,1.0,136.0,17
442.0,2017,2017,140793,0.0,2.0,4,5,0.0,75.0,55
301.0,2013,2013,190268,2.0,1.0,2,4,0.0,252.0,63
69.0,2019,2019,29849,2.0,2.0,5,5,1.0,109.0,6
201.0,2019,2019,91324,0.0,1.0,5,5,0.0,120.0,14
525.0,2018,2018,105300,0.0,2.0,5,5,0.0,116.0,24
142.0,2021,2021,5,0.0,2.0,5,5,0.0,131.0,30
373.0,2022,2022,1,2.0,2.0,5,5,1.0,130.0,42
346.0,2012,2012,174881,0.0,2.0,5,5,0.0,110.0,31
377.0,2017,2017,85988,0.0,2.0,5,2,1.0,75.0,24
505.0,2013,2013,117153,0.0,2.0,2,4,1.0,105.0,55
434.0,2022,2022,52,2.0,2.0,5,5,0.0,90.0,35
521.0,2021,2021,11,0.0,1.0,5,5,0.0,95.0,82
356.0,2019,2019,71564,0.0,2.0,5,3,1.0,84.25,38
216.0,2021,2022,17644,2.0,1.0,5,5,1.0,100.0,87
106.0,2019,2019,66118,0.0,1.0,5,5,0.0,190.0,31
464.0,2020,2020,13237,2.0,1.0,5,5,0.0,115.0,64
206.0,2018,2018,65407,2.0,2.0,2,4,0.0,317.0,51
381.0,2022,2022,38,0.0,1.0,5,5,0.0,130.0,84
464.0,2022,2022,7257,2.0,1.0,5,5,1.0,110.0,30
471.0,2022,2022,9120,2.0,1.0,5,5,1.0,95.0,25
76.0,2016,2016,70691,2.0,1.0,5,5,0.0,231.0,95
139.0,2020,2020,26257,2.0,2.0,5,5,1.0,110.0,47
451.0,2016,2016,95346,2.0,2.0,5,5,1.0,130.0,31
377.0,2016,2017,72577,0.0,2.0,5,5,1.0,75.0,24
141.0,2019,2019,71613,0.0,1.0,5,5,1.0,120.0,24
41.0,2015,2015,156485,0.0,1.0,5,5,0.0,190.0,92
518.0,2021,2021,23600,2.0,1.0,5,5,1.0,116.0,25
469.0,2022,2022,169,0.0,2.0,5,5,1.0,115.0,39
507.0,2019,2019,62488,0.0,1.0,5,5,1.0,184.0,57
378.0,2022,2022,4049,2.0,2.0,5,5,0.0,100.0,82
525.0,2021,2021,9717,0.0,1.0,5,5,1.0,200.0,62
51.0,2012,2012,176593,2.0,1.0,2,4,0.0,450.0,77
522.0,2020,2020,80500,0.0,1.0,5,5,1.0,150.0,25
508.0,2017,2017,59272,2.0,2.0,5,5,0.0,265.0,59
379.0,2019,2019,152349,0.0,2.0,5,2,0.0,75.0,68
525.0,2019,2019,46116,0.0,1.0,5,5,0.0,150.0,24
182.0,2019,2019,33126,0.0,2.0,5,5,0.0,120.0,34
269.0,2009,2009,98760,2.0,2.0,2,3,0.0,160.0,71
482.0,2017,2017,25809,2.0,2.0,3,2,1.0,90.0,78
507.0,2019,2019,24045,0.0,2.0,5,5,1.0,115.0,55
492.0,2021,2021,4434,2.0,2.0,5,4,0.0,72.0,69
421.0,2018,2018,42790,2.0,1.0,5,5,1.0,340.0,27
434.0,2021,2021,18837,2.0,2.0,5,5,1.0,72.0,31
135.0,2016,2016,116600,0.0,2.0,5,5,0.0,120.0,24
385.0,2019,2019,20196,2.0,2.0,5,5,0.0,263.0,33
377.0,2017,2017,50885,0.0,2.0,5,5,1.0,100.0,24
383.0,2018,2018,65469,2.0,2.0,5,5,1.0,130.0,66
142.0,2020,2020,199176,0.0,1.0,5,5,1.0,177.0,95
460.0,2020,2020,23209,1.0,1.0,5,5,1.0,92.0,94
381.0,2019,2019,52035,2.0,1.0,5,5,1.0,131.0,78
328.0,2019,2019,38535,2.0,2.0,5,5,1.0,102.0,57
381.0,2019,2019,109961,0.0,2.0,5,5,1.0,130.0,31
15.0,2021,2021,13892,2.0,1.0,5,5,1.0,110.0,31
74.0,2019,2019,55277,0.0,1.0,2,4,0.0,224.0,31
381.0,2018,2018,99790,0.0,2.0,5,5,0.0,150.0,33
150.0,2022,2022,610,0.0,2.0,4,3,1.0,144.0,24
245.0,2019,2019,55750,0.0,2.0,5,5,0.0,115.0,94
525.0,2018,2018,86917,0.0,2.0,5,5,0.0,115.0,31
524.0,2014,2014,132354,2.0,2.0,5,5,1.0,122.0,31
377.0,2017,2017,105934,2.0,1.0,5,5,0.0,110.0,74
492.0,2019,2019,6344,2.0,2.0,5,4,0.0,69.0,10
132.0,2022,2022,523,0.0,1.0,5,5,1.0,120.0,13
16.0,2019,2019,93000,2.0,1.0,5,5,0.0,125.0,24
525.0,2019,2019,48371,0.0,2.0,5,5,0.0,150.0,69
391.0,2022,2022,11061,0.0,1.0,5,7,1.0,131.0,24
282.0,2020,2020,32182,0.0,1.0,5,5,0.0,150.0,24
146.0,2018,2018,118162,0.0,1.0,5,7,1.0,120.0,31
83.0,2019,2019,48734,2.0,1.0,5,5,0.0,136.0,72
26.0,2017,2017,65307,0.0,1.0,4,5,1.0,150.0,35
430.0,2007,2007,172385,2.0,2.0,3,5,0.0,197.0,31
42.0,2022,2022,21486,0.0,1.0,5,5,1.0,163.0,31
38.0,2022,2022,18876,2.0,1.0,5,5,1.0,150.0,30
278.0,2019,2020,68856,0.0,1.0,5,5,1.0,109.0,35
446.0,2016,2016,58540,2.0,2.0,3,5,0.0,265.0,51
163.0,2018,2018,61405,2.0,2.0,3,5,0.0,110.0,42
179.0,2022,2022,107,1.0,1.0,2,2,0.0,118.0,24
461.0,2022,2022,3469,2.0,1.0,5,5,0.0,110.0,94
356.0,2019,2019,25029,2.0,2.0,5,5,1.0,101.0,35
